datapoint,Year,Zipcode,Total Population,White Population,Black Population,Employed Count,Unemployed Count,Poverty Count,Poverty Count - White,Poverty Count - Black,Median Income,Median Rent,Median Home Value,County,Adjusted Median Income,Adjusted Median Rent,Adjusted Median Home Value,% Black Population,% White Population,% Unemployed,% Black Poverty,% White Poverty
700,2015,48460,2172,2140,7,939.0,46.0,185.0,162.0,7.0,57800.0,462.0,119500.0,Saginaw,71368.12549310809,570.4511068826288,147551.7473430176,0.32228360957642727,98.52670349907919,2.117863720073665,3.783783783783784,87.56756756756758
701,2014,48460,2204,2122,35,929.0,56.0,238.0,188.0,35.0,52845.0,459.0,117600.0,Saginaw,65327.4258034266,567.4195939781023,145378.09205190593,1.588021778584392,96.27949183303085,2.540834845735027,14.705882352941178,78.99159663865547
702,2012,48460,2302,2246,24,949.0,110.0,269.0,245.0,24.0,52048.0,506.0,126200.0,Saginaw,66343.66507835571,644.9795290817705,160862.48334015696,1.0425716768027802,97.56733275412685,4.778453518679409,8.921933085501859,91.07806691449815
703,2016,48460,2292,2254,5,1042.0,34.0,164.0,144.0,5.0,60900.0,491.0,121100.0,Saginaw,74259.0403613228,598.7058919114859,147664.52853458445,0.2181500872600349,98.34205933682374,1.4834205933682374,3.048780487804878,87.8048780487805
704,2017,48460,2322,2239,47,1063.0,36.0,137.0,116.0,7.0,65221.0,496.0,130200.0,Saginaw,77869.01009709528,592.1870104438641,155449.09024151435,2.02411714039621,96.42549526270456,1.550387596899225,5.109489051094891,84.67153284671532
705,2019,48460,2356,2258,52,1084.0,42.0,168.0,160.0,0.0,70250.0,550.0,147300.0,Saginaw,80416.39286231161,629.594534865073,168616.86361022777,2.2071307300509337,95.84040747028862,1.7826825127334467,0.0,95.23809523809523
706,2020,48460,2567,2469,44,1232.0,29.0,212.0,201.0,0.0,73269.0,567.0,154900.0,Saginaw,82850.18486463094,641.1450247477889,175155.8453852425,1.7140631086871836,96.18231398519673,1.1297234125438256,0.0,94.81132075471697
707,2011,48460,2376,2321,28,981.0,120.0,282.0,254.0,28.0,52708.0,507.0,136700.0,Saginaw,68575.30148173505,659.6280991735538,177852.38886987136,1.1784511784511784,97.68518518518519,5.05050505050505,9.929078014184398,90.0709219858156
708,2013,48460,2331,2285,20,961.0,104.0,272.0,248.0,20.0,55104.0,509.0,120400.0,Saginaw,69225.05492429933,639.4372995874775,151253.9309829711,0.8580008580008579,98.02659802659802,4.461604461604462,7.352941176470589,91.17647058823529
709,2018,48460,2289,2155,79,1078.0,50.0,169.0,146.0,8.0,64420.0,532.0,136300.0,Saginaw,75078.89107034053,620.0243720804277,158852.10886195925,3.45128877238969,94.14591524683267,2.18435998252512,4.733727810650888,86.3905325443787
720,2015,48601,36537,12161,21078,10944.0,2766.0,12928.0,2985.0,8695.0,26035.0,452.0,48200.0,Saginaw,32146.52503828839,558.1036803267276,59514.595999443074,57.689465473355774,33.28406820483345,7.570408079481074,67.25711633663366,23.089418316831683
