datapoint,Year,Zipcode,Total Population,White Population,Black Population,Employed Count,Unemployed Count,Poverty Count,Poverty Count - White,Poverty Count - Black,Median Income,Median Rent,Median Home Value,County,Adjusted Median Income,Adjusted Median Rent,Adjusted Median Home Value,% Black Population,% White Population,% Unemployed,% Black Poverty,% White Poverty
1052,2019,49330,5724,5410,108,2656.0,196.0,672.0,627.0,25.0,67337.0,654.0,154600.0,Kent,77081.83126219896,748.6451378213778,176973.30016389143,1.8867924528301887,94.51432564640112,3.4241788958770094,3.7202380952380953,93.30357142857143
1053,2016,49330,5384,5026,128,2402.0,295.0,765.0,676.0,20.0,49384.0,615.0,123800.0,Kent,60216.8875074477,749.9065652251809,150956.80125996325,2.37741456166419,93.35066864784547,5.479197622585438,2.6143790849673203,88.36601307189542
1054,2012,49330,5356,4862,140,2236.0,311.0,518.0,383.0,68.0,55338.0,669.0,121800.0,Kent,70537.30668048817,852.7496145369652,155253.96569596766,2.6138909634055265,90.77669902912622,5.8065720687079905,13.127413127413126,73.93822393822393
1055,2015,49330,5383,4959,211,2374.0,292.0,746.0,620.0,57.0,46307.0,525.0,119200.0,Kent,57177.22815241101,648.2398941848053,147181.32454634056,3.919747352777262,92.12335129110161,5.424484488203604,7.640750670241286,83.10991957104558
1056,2011,49330,5519,5050,115,2309.0,268.0,482.0,349.0,64.0,51385.0,618.0,123200.0,Kent,66854.02342412832,804.0437185192429,160288.32705755782,2.0837108171770247,91.50208371081717,4.855952165247327,13.278008298755188,72.40663900414937
1057,2018,49330,5590,5249,130,2478.0,201.0,665.0,624.0,16.0,61591.0,605.0,141700.0,Kent,71781.8065804617,705.1029043395843,165145.58933044475,2.3255813953488373,93.89982110912344,3.5957066189624327,2.4060150375939853,93.83458646616542
1058,2017,49330,5561,5267,114,2438.0,216.0,706.0,613.0,24.0,53396.0,606.0,135000.0,Kent,63750.84195496083,723.5188071148825,161179.9322780679,2.049991008811365,94.71318108253911,3.8841934903794284,3.39943342776204,86.82719546742209
1059,2014,49330,5399,4872,207,2349.0,340.0,678.0,511.0,109.0,47865.0,705.0,117400.0,Kent,59171.10864000405,871.526827351987,145130.85039875642,3.8340433413595107,90.23893313576589,6.297462493054269,16.07669616519174,75.36873156342183
1060,2018,49331,17579,16833,199,9563.0,377.0,1360.0,1276.0,13.0,75728.0,776.0,189500.0,Kent,88257.90535508766,904.3964525082932,220854.546070002,1.132032538824734,95.75630013083793,2.1446043574719837,0.9558823529411765,93.82352941176471
1061,2012,49331,16666,16087,187,7861.0,883.0,1614.0,1399.0,9.0,59089.0,619.0,159200.0,Kent,75318.56797215955,789.0164594893594,202926.3656715768,1.122044881795272,96.52586103444138,5.298211928477139,0.5576208178438662,86.67905824039653
1062,2020,49331,18118,16840,334,9777.0,278.0,1021.0,999.0,15.0,81973.0,801.0,231200.0,Kent,92692.3829164912,905.744558770686,261433.3857525376,1.8434705817419141,92.94624130698753,1.534385693785186,1.4691478942213516,97.84524975514202
1063,2011,49331,16463,15754,198,8012.0,839.0,1279.0,1037.0,18.0,55962.0,561.0,162300.0,Kent,72808.89089931049,729.8843464228079,211159.0542324808,1.2026969568122456,95.69337301828342,5.096276498815526,1.4073494917904612,81.07896794370602
1064,2014,49331,16998,16381,161,8188.0,836.0,1974.0,1714.0,15.0,63695.0,649.0,159600.0,Kent,78740.28548678696,802.2991644701269,197298.83921330087,0.9471702553241557,96.37016119543476,4.918225673608659,0.7598784194528876,86.82877406281662
1065,2016,49331,17454,16934,69,8977.0,685.0,1658.0,1532.0,7.0,69313.0,664.0,167100.0,Kent,84517.51830154953,809.6552183894636,203755.1008928906,0.3953248539016845,97.02074023146557,3.924601810473244,0.4221954161640531,92.40048250904704
1066,2019,49331,18028,17213,157,9851.0,344.0,1251.0,1212.0,9.0,79765.0,775.0,205600.0,Kent,91308.37831547736,887.1559354916938,235353.8843059255,0.8708675393831817,95.47925449301087,1.908142888839583,0.7194244604316548,96.88249400479616
1067,2013,49331,17266,16712,182,8136.0,945.0,1627.0,1433.0,0.0,62744.0,611.0,158500.0,Kent,78822.89572753769,767.5760118820211,199117.5088106389,1.0540947526931541,96.79138190663733,5.473184292829839,0.0,88.0762138905962
1068,2017,49331,17442,16861,104,9332.0,494.0,1201.0,1160.0,7.0,73703.0,716.0,170800.0,Kent,87995.88554585508,854.8506037859007,203922.4624673629,0.5962618965714941,96.66895998165347,2.832244008714597,0.5828476269775187,96.58617818484596
1069,2015,49331,17165,16585,129,8490.0,721.0,1855.0,1691.0,5.0,65400.0,661.0,160800.0,Kent,80752.16967559289,816.1648953450596,198546.6190188889,0.7515292746868628,96.62103116807457,4.200407806583163,0.2695417789757413,91.1590296495957
1070,2020,49341,38728,35837,455,19999.0,990.0,1221.0,1133.0,18.0,99054.0,908.0,253600.0,Kent,112007.01813292326,1026.7366533879936,286762.5719154132,1.1748605659987605,92.53511671142326,2.5562900227225778,1.4742014742014742,92.7927927927928
1071,2019,49341,37505,35702,256,19004.0,792.0,1635.0,1499.0,9.0,94895.0,790.0,240700.0,Kent,108627.95161094746,904.3266955334684,275533.46280367835,0.6825756565791228,95.1926409812025,2.1117184375416613,0.5504587155963303,91.68195718654434
1072,2018,49341,36711,35010,343,18616.0,720.0,1914.0,1668.0,96.0,92699.0,777.0,223900.0,Kent,108036.91591632253,905.561911854309,260946.34757294692,0.9343248617580562,95.36651139985291,1.9612650159352782,5.015673981191222,87.14733542319749
1073,2011,49341,33085,32101,105,16076.0,1198.0,1889.0,1716.0,12.0,76342.0,640.0,192400.0,Kent,99324.11902782532,832.6666340652354,250320.40686586135,0.31736436451564154,97.02584252682485,3.620976273235605,0.6352567496029645,90.84171519322393
1074,2017,49341,36216,34450,261,17951.0,779.0,1788.0,1497.0,103.0,89491.0,742.0,205800.0,Kent,106845.58014441904,885.8926648172322,245709.85231723235,0.7206759443339961,95.12370223105809,2.1509829909432296,5.760626398210291,83.7248322147651
1075,2012,49341,33697,32602,121,15698.0,1159.0,2275.0,2123.0,10.0,75522.0,660.0,186100.0,Kent,96265.10671010564,841.2776466283962,237214.80308718863,0.3590824108971125,96.75045256254265,3.439475324212838,0.43956043956043955,93.31868131868131
1076,2014,49341,34518,33291,250,16440.0,953.0,1976.0,1793.0,117.0,77874.0,705.0,177000.0,Kent,96268.48248682077,871.526827351987,218808.86303730737,0.7242598064777797,96.44533286980706,2.760878382293296,5.921052631578947,90.73886639676113
1077,2013,49341,33588,32444,94,15354.0,1062.0,2226.0,2077.0,12.0,74626.0,686.0,180800.0,Kent,93749.79944796678,861.7956532750679,227132.14885150475,0.2798618554245564,96.59402167440753,3.161843515541265,0.5390835579514826,93.30637915543576
1078,2015,49341,34971,33507,267,16585.0,837.0,1977.0,1736.0,120.0,76280.0,709.0,181800.0,Kent,94186.16976841324,875.4325428133847,224476.2147862811,0.7634897486488805,95.81367418718366,2.393411683966715,6.0698027314112295,87.80981284774911
1079,2016,49341,35546,33902,339,17060.0,816.0,2029.0,1781.0,116.0,82029.0,716.0,192200.0,Kent,100022.9034778152,873.0619523597228,234361.04363622723,0.9536938052101502,95.37500703314016,2.295616947054521,5.717102020699852,87.7772301626417
1080,2014,49343,5651,5477,25,2506.0,150.0,930.0,899.0,7.0,51750.0,484.0,114600.0,Kent,63973.77775243308,598.3248006217897,141669.4672546634,0.4423995752964077,96.920898955937,2.654397451778446,0.7526881720430108,96.66666666666667
1081,2013,49343,5441,5274,31,2364.0,264.0,683.0,657.0,7.0,46827.0,485.0,115900.0,Kent,58826.97530016269,609.2870143417025,145600.7524993883,0.5697482080499908,96.93071126631135,4.852049255651535,1.0248901903367496,96.19326500732065
1082,2011,49343,5611,5395,25,2613.0,272.0,835.0,725.0,11.0,48450.0,513.0,127800.0,Kent,63035.46628196977,667.4343488679152,166273.1184899017,0.44555337729459993,96.15041882017465,4.847620744965247,1.3173652694610778,86.82634730538922
1083,2015,49343,5692,5468,35,2444.0,179.0,1023.0,985.0,9.0,46679.0,486.0,112400.0,Kent,57636.55242029052,600.0849306167912,138785.07448832784,0.6148981026001406,96.0646521433591,3.14476458186929,0.8797653958944283,96.28543499511241
1084,2012,49343,5277,5096,25,2477.0,267.0,553.0,483.0,8.0,52587.0,513.0,120400.0,Kent,67030.70848976889,653.9021707884352,153469.43735463472,0.47375402690922874,96.57002084517718,5.059693007390563,1.4466546112115732,87.34177215189874
1085,2019,49343,5551,5440,35,2617.0,133.0,647.0,633.0,4.0,65585.0,570.0,149300.0,Kent,75076.28648931965,652.4888815874393,170906.29828246435,0.6305170239596469,98.00036029544226,2.3959646910466583,0.6182380216383307,97.83616692426584
1086,2018,49343,6020,5879,28,2718.0,128.0,834.0,824.0,0.0,62671.0,524.0,129700.0,Kent,73040.50267415882,610.700697312301,151160.0771782547,0.46511627906976744,97.6578073089701,2.12624584717608,0.0,98.8009592326139
1087,2017,49343,5858,5671,38,2532.0,149.0,1077.0,1062.0,0.0,53125.0,436.0,126400.0,Kent,63427.28816498041,520.5514849869451,150912.1736292428,0.6486855582109935,96.80778422669853,2.543530215090475,0.0,98.60724233983287
1088,2016,49343,6079,5882,33,2570.0,171.0,1124.0,1104.0,0.0,52917.0,468.0,120100.0,Kent,64524.88733661934,570.6606057323327,146445.16826592555,0.5428524428359928,96.75933541700937,2.8129626583319625,0.0,98.22064056939502
1089,2020,49343,5637,5466,35,2759.0,100.0,547.0,531.0,5.0,64654.0,491.0,165300.0,Kent,73108.62509707856,555.2067145523181,186915.82467514905,0.6208976405889658,96.96647152740819,1.7739932588256166,0.9140767824497258,97.07495429616088
1090,2018,49345,14488,14081,99,7190.0,334.0,1746.0,1616.0,41.0,61975.0,623.0,161900.0,Kent,72229.3429693318,726.0811725678693,188687.86811996475,0.6833241303147432,97.19077857537273,2.3053561568194367,2.348224513172967,92.55441008018327
1091,2019,49345,15123,14811,83,7717.0,248.0,1485.0,1400.0,27.0,66659.0,644.0,167600.0,Kent,76305.71290831074,737.1979644601946,191854.62553342956,0.548832903524433,97.9369172783178,1.6398862659525226,1.8181818181818181,94.27609427609428
1092,2016,49345,13505,12913,166,6486.0,559.0,1894.0,1652.0,62.0,55732.0,623.0,137500.0,Kent,67957.38649289396,759.6614473744514,167662.0369405892,1.2291743798593113,95.61643835616438,4.139207700851536,3.2734952481520594,87.22280887011615
1093,2014,49345,13123,12398,233,6001.0,696.0,1663.0,1352.0,121.0,55229.0,597.0,126200.0,Kent,68274.54630896864,738.016334651257,156009.48313733444,1.775508648936981,94.47534862455231,5.30366532042978,7.276007215874925,81.29885748647024
1094,2012,49345,13800,13199,98,6334.0,848.0,1676.0,1429.0,26.0,56420.0,557.0,134000.0,Kent,71916.49215571834,709.9873472303283,170804.85552758348,0.7101449275362319,95.64492753623188,6.144927536231884,1.5513126491646778,85.26252983293557
1095,2013,49345,13572,12986,175,6281.0,889.0,1448.0,1280.0,63.0,56000.0,576.0,126900.0,Kent,70350.66557347492,723.6068458985992,159419.63323703516,1.2894193928676687,95.6822870615974,6.550250515767757,4.350828729281768,88.39779005524862
1096,2020,49345,14157,13646,69,6862.0,452.0,1044.0,966.0,18.0,73478.0,630.0,175000.0,Kent,83086.5152176685,712.3833608308767,197884.2668974657,0.48739139648230556,96.39047820866003,3.1927668291304654,1.7241379310344827,92.52873563218391
1097,2011,49345,13445,12898,31,6153.0,800.0,1801.0,1573.0,23.0,54065.0,544.0,135700.0,Kent,70340.81495427649,707.76663895545,176551.34725414446,0.2305689847526962,95.93157307549275,5.9501673484566755,1.2770682953914492,87.34036646307607
1098,2017,49345,13999,13550,83,7008.0,418.0,1818.0,1672.0,57.0,57732.0,617.0,150200.0,Kent,68927.7025946475,736.6519867819842,179327.59872715402,0.5928994928209158,96.79262804486035,2.985927566254732,3.1353135313531353,91.96919691969197
1099,2015,49345,13248,12496,237,6266.0,672.0,1871.0,1530.0,132.0,55121.0,606.0,132100.0,Kent,68060.2499187822,748.2540492876038,163109.50480345293,1.7889492753623188,94.32367149758454,5.072463768115942,7.055050774986638,81.77445216461786
1100,2011,49418,28000,25962,457,13919.0,1239.0,2181.0,1715.0,166.0,58874.0,618.0,167500.0,Kent,76597.5240843073,804.0437185192429,217924.47063426083,1.6321428571428571,92.72142857142858,4.425,7.611187528656579,78.6336542870243
1101,2020,49418,28607,24775,586,16171.0,373.0,1804.0,1417.0,94.0,71031.0,837.0,203200.0,Kent,80319.52778282222,946.4521793895932,229771.90304894303,2.0484496801482157,86.60467717691475,1.3038766735414409,5.210643015521065,78.54767184035477
1102,2018,49418,28383,25254,416,14917.0,438.0,1965.0,1602.0,123.0,66486.0,756.0,180400.0,Kent,77486.73007920926,881.0872655879764,210248.86602125785,1.465666067716591,88.97579537046823,1.5431772539900646,6.259541984732825,81.5267175572519
1103,2016,49418,27986,25064,448,14460.0,551.0,2066.0,1663.0,97.0,62083.0,673.0,163900.0,Kent,75701.54355914619,820.629460807393,199853.14803318237,1.6008004002001,89.55906524690917,1.9688415636389622,4.695062923523717,80.49370764762827
1104,2012,49418,27476,25367,469,13612.0,1388.0,2365.0,1764.0,207.0,58399.0,619.0,162500.0,Kent,74439.05043250258,789.0164594893594,207132.75390471876,1.70694424224778,92.32421021982822,5.051681467462513,8.752642706131079,74.58773784355179
1105,2015,49418,27968,25244,636,14173.0,621.0,2164.0,1789.0,113.0,59265.0,639.0,160100.0,Kent,73177.02348354759,789.0005569220773,197682.29915997584,2.274027459954233,90.26029748283753,2.2203947368421053,5.22181146025878,82.67097966728281
1106,2013,49418,27524,25149,539,13722.0,1308.0,2197.0,1600.0,140.0,58814.0,623.0,159400.0,Kent,73885.78651854204,782.6511545049085,200248.1445073554,1.9582909460834181,91.37116698154338,4.752216247638424,6.372325898953118,72.82658170232135
1107,2017,49418,28514,25407,478,15029.0,423.0,1907.0,1573.0,65.0,63984.0,709.0,172000.0,Kent,76392.12434725848,846.4931258159269,205355.1729765013,1.676369502700428,89.10359823244723,1.4834817984148139,3.408495018353435,82.48557944415312
1108,2019,49418,28521,25414,339,15572.0,395.0,1696.0,1384.0,113.0,70504.0,780.0,191400.0,Kent,80707.15106568566,892.8795221722853,219098.8981330454,1.1885978752498159,89.10627257108797,1.3849444269135025,6.662735849056604,81.60377358490565
1109,2014,49418,27496,24978,678,13693.0,859.0,2079.0,1656.0,196.0,57934.0,635.0,156000.0,Kent,71618.48966781562,784.992248749662,192848.48945660988,2.4658132091940645,90.84230433517602,3.1240907768402675,9.427609427609427,79.65367965367966
1110,2011,49503,34908,23453,7502,16983.0,2461.0,10690.0,5694.0,3576.0,32000.0,590.0,110700.0,Kent,41633.33170326178,767.6145532788889,144025.30686097118,21.49077575340896,67.18517245330582,7.04995989458004,33.45182413470533,53.264733395696915
1111,2019,49503,37250,26395,5178,20791.0,1663.0,8915.0,5142.0,1754.0,47844.0,773.0,150100.0,Kent,54767.85622924464,884.8665008194572,171822.07215135905,13.900671140939597,70.85906040268456,4.464429530201342,19.674705552439708,57.678070667414474
1112,2014,49503,35128,24641,6565,17329.0,2231.0,11340.0,6618.0,3044.0,34658.0,634.0,96900.0,Kent,42844.506074276826,783.7560404839146,119788.58095093268,18.68879526303803,70.14632202231837,6.351058984286039,26.843033509700177,58.359788359788354
1113,2015,49503,34985,24983,5903,17765.0,2046.0,11457.0,6617.0,2857.0,35816.0,648.0,101600.0,Kent,44223.54295261521,800.1132408223882,125449.85380795469,16.872945548092037,71.41060454480491,5.8482206659997145,24.9367199092258,57.75508422798289
1114,2012,49503,34625,24374,6756,16628.0,2627.0,10878.0,6457.0,3045.0,31946.0,600.0,105600.0,Kent,40720.38742301628,764.7978605712692,134604.4234605434,19.511913357400722,70.39422382671479,7.587003610108304,27.99227799227799,59.358337929766506
1115,2018,49503,37255,26169,5550,20475.0,1595.0,9722.0,5515.0,1827.0,45660.0,750.0,133600.0,Kent,53214.87373908333,874.0945095118813,155705.36862771647,14.897329217554692,70.24292041336734,4.281304522882834,18.79242954124666,56.727010903106354
1116,2013,49503,35157,25010,6896,16783.0,2612.0,11662.0,6971.0,3325.0,32110.0,605.0,98800.0,Kent,40338.569135076425,760.0384405705774,124118.67426177362,19.61487043831954,71.13803794407941,7.429530392240522,28.511404561824733,59.77533870691134
1117,2017,49503,36467,26096,5447,19801.0,1505.0,10324.0,5943.0,2108.0,41306.0,713.0,117700.0,Kent,49316.28357539165,851.2688275130547,140525.02243798957,14.936792168261718,71.56058902569447,4.127018948638495,20.418442464161178,57.56489732661759
1118,2020,49503,37036,25153,5137,20490.0,1415.0,8716.0,5126.0,1412.0,49717.0,790.0,165600.0,Kent,56218.3548419503,893.306119137131,187255.05484697327,13.870288368074307,67.91500162004536,3.8206069769953563,16.20009178522258,58.811381367599814
1119,2016,49503,35484,25877,4937,18843.0,1634.0,11177.0,6480.0,2396.0,38043.0,664.0,110100.0,Kent,46388.1227005879,809.6552183894636,134251.56557933724,13.913313042498027,72.92582572427008,4.604892345846015,21.436879305717095,57.97620112731502
1120,2015,49504,38825,32654,2213,18871.0,1826.0,8637.0,6273.0,1181.0,41103.0,588.0,107200.0,Kent,50751.62737272009,726.0286814869819,132364.4126792593,5.699935608499678,84.105602060528,4.703155183515776,13.673729304156538,72.62938520319555
1121,2017,49504,38531,31619,2668,20027.0,1165.0,7464.0,5161.0,1255.0,46184.0,635.0,118500.0,Kent,55140.25179503916,758.1426444190599,141480.16277741513,6.924294723728945,82.06119747735589,3.0235394876852406,16.814040728831724,69.14523043944266
1122,2012,49504,39832,33020,2762,17965.0,2561.0,10132.0,6749.0,2042.0,40638.0,578.0,115100.0,Kent,51799.75909649207,736.7552723503228,146713.7229195885,6.934123317935328,82.8981723237598,6.429503916449086,20.153967627319382,66.61073825503355
1123,2016,49504,38877,32556,2219,19709.0,1397.0,8697.0,6415.0,1055.0,42488.0,617.0,111900.0,Kent,51808.1790947764,752.3452857624985,136446.41406292314,5.707744939167117,83.74102940041669,3.593384263189032,12.13061975393814,73.76106703460964
1124,2020,49504,40498,33066,2816,21166.0,1133.0,7614.0,5084.0,1058.0,52460.0,780.0,157400.0,Kent,59320.04937966315,881.99844674299,177982.76348377773,6.95342979900242,81.64847646797372,2.7976690206923798,13.895455739427371,66.77173627528238
1125,2018,49504,39401,32250,2591,20617.0,1073.0,7427.0,5059.0,1075.0,48604.0,680.0,126400.0,Kent,56645.98605375397,792.5123552907725,147314.0613364024,6.575975229055101,81.85071444887186,2.7232811349965735,14.474215699474888,68.1163323010637
1126,2014,49504,39168,32527,2848,18279.0,2285.0,8917.0,5953.0,1838.0,40769.0,591.0,107700.0,Kent,50398.974786259794,730.5990850567721,133139.63022100567,7.27124183006536,83.04483251633987,5.833843954248366,20.61231355837165,66.76012111696758
1127,2019,49504,39633,32216,2706,21378.0,991.0,7289.0,4825.0,985.0,51048.0,733.0,140800.0,Kent,58435.53057416773,839.0778073747247,161176.2009254587,6.827643630308076,81.28579718921101,2.5004415512325586,13.513513513513514,66.1956372616271
1128,2013,49504,39533,33140,2474,18207.0,2612.0,9163.0,6103.0,1709.0,40808.0,586.0,108400.0,Kent,51265.535012899374,736.1694647510055,136178.78836008362,6.258062884172716,83.82870007335643,6.607138340120912,18.651096802357305,66.60482374768088
1129,2011,49504,40692,32521,2840,18841.0,2400.0,9286.0,6032.0,1976.0,41214.0,569.0,118700.0,Kent,53621.1291505697,740.2926793486233,154433.63978678663,6.979258822372948,79.91988597267277,5.897965202005309,21.27934525091536,64.95800129226794
1130,2016,49505,31720,24831,4433,15975.0,937.0,5423.0,3118.0,1799.0,45140.0,686.0,114500.0,Kent,55041.922527259616,836.4811442999578,139616.7507614361,13.975409836065575,78.28184110970996,2.9539722572509457,33.173520191775765,57.495851004978796
1131,2013,49505,31380,24459,4595,14556.0,1786.0,5616.0,3084.0,1964.0,44710.0,644.0,113300.0,Kent,56167.46888910829,809.0326540949617,142334.47159776266,14.64308476736775,77.94455066921606,5.691523263224984,34.971509971509974,54.91452991452992
1132,2020,49505,33239,24519,4865,16644.0,1041.0,4835.0,2367.0,1849.0,55440.0,846.0,155000.0,Kent,62689.73575311714,956.62908454432,175268.9221091839,14.636421071632721,73.76575709257199,3.1318631727789645,38.24198552223371,48.95553257497415
1133,2018,49505,32068,25081,4593,16455.0,948.0,4941.0,2731.0,1639.0,49322.0,760.0,133700.0,Kent,57482.78586419334,885.7491029720397,155821.91456231807,14.322689285268803,78.2119246600973,2.956218036672072,33.171422788909126,55.2722121028132
1134,2014,49505,31388,24503,4612,14495.0,1664.0,5774.0,3240.0,2112.0,43911.0,652.0,110800.0,Kent,54283.14115723844,806.0077892673695,136971.8758448229,14.69351344462852,78.0648655537148,5.3013890658850515,36.57776238309664,56.11361274679598
1135,2019,49505,32372,24736,4782,16946.0,869.0,4573.0,2317.0,1611.0,52893.0,797.0,143900.0,Kent,60547.53405930602,912.3397168862969,164724.82466742545,14.772025206968987,76.41171382676387,2.6844186333868776,35.22851519790072,50.66695823310737
1136,2012,49505,31093,24662,4137,14633.0,1525.0,5565.0,2976.0,1837.0,44690.0,635.0,116500.0,Kent,56964.69398155004,809.4110691045933,148498.25126092145,13.305245553661596,79.31688804554081,4.904640915961792,33.00988319856245,53.47708894878706
1137,2017,49505,31866,24916,4555,16150.0,833.0,5109.0,2911.0,1648.0,46656.0,727.0,123700.0,Kent,55703.784595300254,867.9837834530025,147688.57498368146,14.294232096905793,78.18992029121948,2.6140714240883702,32.256801722450575,56.97788216872186
1138,2015,49505,31617,24668,4673,15405.0,1216.0,5877.0,3286.0,1986.0,43031.0,654.0,110500.0,Kent,53132.21121269783,807.5216967559289,136439.06344270665,14.780023405130152,78.02131764557042,3.8460321978682357,33.79275140377744,55.912880721456524
1139,2011,49505,30855,24516,4181,14343.0,1445.0,5585.0,2758.0,2105.0,43838.0,630.0,120600.0,Kent,57035.062350237175,819.6562179079662,156905.6188566678,13.550478042456652,79.45551774428779,4.683195592286501,37.69024171888988,49.3822739480752
1140,2011,49506,32036,25184,5065,15408.0,1640.0,4271.0,2067.0,1677.0,62023.0,733.0,172600.0,Kent,80694.50413223139,953.66350432784,224559.78287446816,15.810338369334499,78.61156199275815,5.119240854039206,39.26480917817841,48.39616014984781
1141,2015,49506,33281,28032,3651,16485.0,1410.0,4896.0,3308.0,1248.0,68221.0,753.0,181900.0,Kent,84235.37870701257,929.7612196593492,224599.68905184013,10.97022325050329,84.22823833418467,4.236651542922388,25.49019607843137,67.56535947712419
1142,2017,49506,33989,27749,4532,17365.0,1188.0,3751.0,2523.0,914.0,73083.0,775.0,207800.0,Kent,87255.65178280025,925.2922038185376,248097.70316579632,13.33372561711142,81.64111918561888,3.4952484627379445,24.366835510530525,67.26206344974673
1143,2020,49506,34058,26946,4420,18684.0,635.0,2559.0,1473.0,841.0,86004.0,854.0,251000.0,Kent,97250.50565856938,965.6752224596328,283822.5770929365,12.977861295437195,79.11797521874449,1.8644664983263843,32.864400156311056,57.561547479484176
1144,2013,49506,33159,27264,4316,15868.0,1773.0,5123.0,3222.0,1360.0,65260.0,782.0,170300.0,Kent,81983.6506308031,982.3967942581678,213941.3990564782,13.016074067372358,82.22202117072288,5.346964624988691,26.546945149326568,62.89283622877221
1145,2012,49506,33171,26546,5052,16219.0,1628.0,5056.0,2932.0,1650.0,64242.0,772.0,173600.0,Kent,81886.9069313658,984.039913935033,221281.5143252872,15.230170932440986,80.02773506978987,4.907901480208616,32.63449367088608,57.99050632911392
1146,2019,49506,34528,27621,4837,18433.0,833.0,2868.0,1850.0,840.0,82982.0,823.0,237800.0,Kent,94990.93398576998,942.102367625373,272213.78252893523,14.008920296570897,79.9959453197405,2.412534754402224,29.288702928870293,64.50488145048816
1147,2018,49506,33661,27160,4624,17895.0,902.0,3308.0,2176.0,935.0,77004.0,778.0,223700.0,Kent,89745.03148060388,906.7273712003248,260713.25570374375,13.736965627877959,80.68684828139389,2.679658952496955,28.264812575574368,65.77992744860943
1148,2016,49506,33741,27428,4784,16991.0,1186.0,4423.0,2950.0,1183.0,70886.0,775.0,190700.0,Kent,86435.57200414987,945.0042082105936,232532.003233239,14.1785957736878,81.28982543493079,3.5150114104501937,26.746552113949807,66.69681211847163
1149,2014,49506,33230,26922,4630,15922.0,1675.0,5304.0,3141.0,1659.0,65360.0,768.0,175500.0,Kent,80798.57224925654,949.4079480940794,216954.5506386861,13.933192897983748,81.01715317484201,5.040625940415287,31.278280542986426,59.21945701357466
1150,2012,49507,37871,16786,15273,14584.0,3098.0,12620.0,4777.0,6373.0,34974.0,622.0,90700.0,Kent,44580.067292699285,792.8404487922157,115611.94325635686,40.32901164479417,44.32415304586623,8.180401890628714,50.49920760697306,37.852614896988904
1151,2017,49507,38429,15110,14386,16052.0,1875.0,11534.0,3214.0,4889.0,36938.0,647.0,86900.0,Kent,44101.21732212793,772.4697495104438,103752.11937010442,37.435270238621875,39.31926409742642,4.879127742069791,42.38772325299116,27.86544130397087
1152,2020,49507,39731,16684,12117,18263.0,1327.0,10863.0,3897.0,3723.0,42426.0,721.0,121500.0,Kent,47973.930899382176,815.2831796175587,137388.21958881192,30.497596335355265,41.99239888248471,3.339961239334525,34.27230046948357,35.87406793703397
1153,2019,49507,39323,16801,12701,17427.0,1500.0,11559.0,4147.0,4087.0,41089.0,703.0,104900.0,Kent,47035.290623765424,804.7362872911751,120080.8485588112,32.2991633395214,42.7256313099204,3.814561452585001,35.35772990743144,35.876805952071976
1154,2011,49507,37703,15896,15587,14560.0,3139.0,12527.0,4554.0,6384.0,33880.0,613.0,96100.0,Kent,44079.2899408284,797.5385104406083,125030.099271358,41.341537808662444,42.16110123862823,8.325597432565047,50.961922247944436,36.35347649077992
1155,2018,49507,38374,15680,13662,16296.0,1806.0,10973.0,3562.0,4306.0,39788.0,677.0,95100.0,Kent,46371.29645927831,789.0159772527248,110835.18380610656,35.6022306770209,40.86099963516965,4.706311565122219,39.24177526656338,32.46149640025517
1156,2016,49507,38390,15732,14904,15480.0,2206.0,12436.0,3797.0,5606.0,36573.0,634.0,84400.0,Kent,44595.66310565941,773.0744103296987,102914.0066748053,38.82261005470175,40.9794217244074,5.746288095858296,45.07880347378578,30.53232550659376
1157,2013,49507,37418,17293,15177,14263.0,2810.0,12969.0,5036.0,6551.0,34774.0,627.0,84700.0,Kent,43685.25079735745,787.676202045871,106405.38167988084,40.56069271473623,46.21572505211395,7.509754663530921,50.512761199784094,38.831058678386924
1158,2015,49507,38512,16183,15644,15373.0,2386.0,12983.0,4114.0,6324.0,34994.0,621.0,84200.0,Kent,43208.58448972014,766.7751891214554,103965.33160068686,40.621105110095556,42.02066888242626,6.195471541337764,48.709851344065314,31.68759146576292
1159,2014,49507,37912,16772,15849,14612.0,2781.0,12886.0,4360.0,6695.0,35563.0,629.0,84900.0,Kent,43963.27455477831,777.5749991551771,104954.08176196268,41.80470563410002,44.23929098966027,7.3354083139902935,51.95561074033835,33.83516995188577
1160,2012,49508,40101,25777,8779,19624.0,2494.0,5773.0,1895.0,2926.0,49094.0,656.0,135100.0,Kent,62578.31027814315,836.1789942245878,172206.9849386308,21.892222139098774,64.2801925139024,6.219296276900826,50.684219643166465,32.825220855707606
1161,2013,49508,40609,26275,9413,19721.0,2449.0,5598.0,1895.0,2941.0,48616.0,657.0,130700.0,Kent,61074.427812858165,825.3640586030898,164193.42840094955,23.17959073111872,64.70240587061981,6.030682853554631,52.53662022150768,33.85137549124687
1162,2020,49508,40409,22860,10326,19835.0,824.0,4614.0,1620.0,2574.0,57515.0,858.0,168100.0,Kent,65036.07777490138,970.198291417289,190081.9729455085,25.553713281694673,56.57155584152045,2.0391496943750154,55.78673602080624,35.110533159947984
