datapoint,Year,Zipcode,Total Population,White Population,Black Population,Employed Count,Unemployed Count,Poverty Count,Poverty Count - White,Poverty Count - Black,Median Income,Median Rent,Median Home Value,County,Adjusted Median Income,Adjusted Median Rent,Adjusted Median Home Value
1114,2012,49503,34625,24374,6756,16628.0,2627.0,10878.0,6457.0,3045.0,31946.0,600.0,105600.0,Kent,40720.38742301628,764.7978605712692,134604.4234605434
1115,2018,49503,37255,26169,5550,20475.0,1595.0,9722.0,5515.0,1827.0,45660.0,750.0,133600.0,Kent,53214.873739083334,874.0945095118813,155705.36862771647
1116,2013,49503,35157,25010,6896,16783.0,2612.0,11662.0,6971.0,3325.0,32110.0,605.0,98800.0,Kent,40338.569135076425,760.0384405705774,124118.67426177362
1117,2017,49503,36467,26096,5447,19801.0,1505.0,10324.0,5943.0,2108.0,41306.0,713.0,117700.0,Kent,49316.283575391644,851.2688275130547,140525.02243798957
1118,2020,49503,37036,25153,5137,20490.0,1415.0,8716.0,5126.0,1412.0,49717.0,790.0,165600.0,Kent,56218.3548419503,893.306119137131,187255.05484697327
1119,2016,49503,35484,25877,4937,18843.0,1634.0,11177.0,6480.0,2396.0,38043.0,664.0,110100.0,Kent,46388.1227005879,809.6552183894636,134251.56557933724
1120,2015,49504,38825,32654,2213,18871.0,1826.0,8637.0,6273.0,1181.0,41103.0,588.0,107200.0,Kent,50751.62737272009,726.0286814869819,132364.4126792593
1121,2017,49504,38531,31619,2668,20027.0,1165.0,7464.0,5161.0,1255.0,46184.0,635.0,118500.0,Kent,55140.25179503916,758.1426444190599,141480.16277741513
1122,2012,49504,39832,33020,2762,17965.0,2561.0,10132.0,6749.0,2042.0,40638.0,578.0,115100.0,Kent,51799.75909649207,736.7552723503228,146713.7229195885
1123,2016,49504,38877,32556,2219,19709.0,1397.0,8697.0,6415.0,1055.0,42488.0,617.0,111900.0,Kent,51808.179094776395,752.3452857624985,136446.41406292314
1124,2020,49504,40498,33066,2816,21166.0,1133.0,7614.0,5084.0,1058.0,52460.0,780.0,157400.0,Kent,59320.04937966315,881.99844674299,177982.76348377773
1125,2018,49504,39401,32250,2591,20617.0,1073.0,7427.0,5059.0,1075.0,48604.0,680.0,126400.0,Kent,56645.98605375397,792.5123552907725,147314.0613364024
1126,2014,49504,39168,32527,2848,18279.0,2285.0,8917.0,5953.0,1838.0,40769.0,591.0,107700.0,Kent,50398.974786259794,730.5990850567721,133139.63022100567
1127,2019,49504,39633,32216,2706,21378.0,991.0,7289.0,4825.0,985.0,51048.0,733.0,140800.0,Kent,58435.53057416773,839.0778073747247,161176.2009254587
1128,2013,49504,39533,33140,2474,18207.0,2612.0,9163.0,6103.0,1709.0,40808.0,586.0,108400.0,Kent,51265.535012899374,736.1694647510055,136178.78836008362
1129,2011,49504,40692,32521,2840,18841.0,2400.0,9286.0,6032.0,1976.0,41214.0,569.0,118700.0,Kent,53621.1291505697,740.2926793486233,154433.63978678663
1130,2016,49505,31720,24831,4433,15975.0,937.0,5423.0,3118.0,1799.0,45140.0,686.0,114500.0,Kent,55041.922527259616,836.4811442999578,139616.7507614361
1131,2013,49505,31380,24459,4595,14556.0,1786.0,5616.0,3084.0,1964.0,44710.0,644.0,113300.0,Kent,56167.468889108284,809.0326540949617,142334.47159776266
1132,2020,49505,33239,24519,4865,16644.0,1041.0,4835.0,2367.0,1849.0,55440.0,846.0,155000.0,Kent,62689.735753117144,956.62908454432,175268.9221091839
1133,2018,49505,32068,25081,4593,16455.0,948.0,4941.0,2731.0,1639.0,49322.0,760.0,133700.0,Kent,57482.78586419334,885.7491029720397,155821.91456231807
1134,2014,49505,31388,24503,4612,14495.0,1664.0,5774.0,3240.0,2112.0,43911.0,652.0,110800.0,Kent,54283.14115723844,806.0077892673695,136971.8758448229
1135,2019,49505,32372,24736,4782,16946.0,869.0,4573.0,2317.0,1611.0,52893.0,797.0,143900.0,Kent,60547.53405930602,912.3397168862967,164724.82466742545
1136,2012,49505,31093,24662,4137,14633.0,1525.0,5565.0,2976.0,1837.0,44690.0,635.0,116500.0,Kent,56964.69398155004,809.4110691045933,148498.25126092145
1137,2017,49505,31866,24916,4555,16150.0,833.0,5109.0,2911.0,1648.0,46656.0,727.0,123700.0,Kent,55703.784595300254,867.9837834530025,147688.57498368146
1138,2015,49505,31617,24668,4673,15405.0,1216.0,5877.0,3286.0,1986.0,43031.0,654.0,110500.0,Kent,53132.211212697825,807.5216967559289,136439.06344270663
1139,2011,49505,30855,24516,4181,14343.0,1445.0,5585.0,2758.0,2105.0,43838.0,630.0,120600.0,Kent,57035.062350237175,819.6562179079662,156905.6188566678
1140,2011,49506,32036,25184,5065,15408.0,1640.0,4271.0,2067.0,1677.0,62023.0,733.0,172600.0,Kent,80694.50413223139,953.66350432784,224559.78287446816
1141,2015,49506,33281,28032,3651,16485.0,1410.0,4896.0,3308.0,1248.0,68221.0,753.0,181900.0,Kent,84235.37870701257,929.7612196593492,224599.68905184013
1142,2017,49506,33989,27749,4532,17365.0,1188.0,3751.0,2523.0,914.0,73083.0,775.0,207800.0,Kent,87255.65178280025,925.2922038185377,248097.70316579632
1143,2020,49506,34058,26946,4420,18684.0,635.0,2559.0,1473.0,841.0,86004.0,854.0,251000.0,Kent,97250.50565856938,965.6752224596327,283822.57709293655
1144,2013,49506,33159,27264,4316,15868.0,1773.0,5123.0,3222.0,1360.0,65260.0,782.0,170300.0,Kent,81983.6506308031,982.3967942581678,213941.3990564782
1145,2012,49506,33171,26546,5052,16219.0,1628.0,5056.0,2932.0,1650.0,64242.0,772.0,173600.0,Kent,81886.9069313658,984.039913935033,221281.51432528722
1146,2019,49506,34528,27621,4837,18433.0,833.0,2868.0,1850.0,840.0,82982.0,823.0,237800.0,Kent,94990.93398576998,942.102367625373,272213.78252893523
1147,2018,49506,33661,27160,4624,17895.0,902.0,3308.0,2176.0,935.0,77004.0,778.0,223700.0,Kent,89745.03148060388,906.7273712003248,260713.25570374378
1148,2016,49506,33741,27428,4784,16991.0,1186.0,4423.0,2950.0,1183.0,70886.0,775.0,190700.0,Kent,86435.57200414987,945.0042082105937,232532.003233239
1149,2014,49506,33230,26922,4630,15922.0,1675.0,5304.0,3141.0,1659.0,65360.0,768.0,175500.0,Kent,80798.57224925654,949.4079480940794,216954.5506386861
1150,2012,49507,37871,16786,15273,14584.0,3098.0,12620.0,4777.0,6373.0,34974.0,622.0,90700.0,Kent,44580.067292699285,792.8404487922157,115611.94325635686
1151,2017,49507,38429,15110,14386,16052.0,1875.0,11534.0,3214.0,4889.0,36938.0,647.0,86900.0,Kent,44101.21732212793,772.4697495104438,103752.11937010442
1152,2020,49507,39731,16684,12117,18263.0,1327.0,10863.0,3897.0,3723.0,42426.0,721.0,121500.0,Kent,47973.930899382176,815.2831796175587,137388.21958881192
1153,2019,49507,39323,16801,12701,17427.0,1500.0,11559.0,4147.0,4087.0,41089.0,703.0,104900.0,Kent,47035.290623765424,804.7362872911751,120080.8485588112
1154,2011,49507,37703,15896,15587,14560.0,3139.0,12527.0,4554.0,6384.0,33880.0,613.0,96100.0,Kent,44079.2899408284,797.5385104406083,125030.099271358
1155,2018,49507,38374,15680,13662,16296.0,1806.0,10973.0,3562.0,4306.0,39788.0,677.0,95100.0,Kent,46371.29645927831,789.0159772527248,110835.18380610655
1156,2016,49507,38390,15732,14904,15480.0,2206.0,12436.0,3797.0,5606.0,36573.0,634.0,84400.0,Kent,44595.66310565941,773.0744103296987,102914.0066748053
1157,2013,49507,37418,17293,15177,14263.0,2810.0,12969.0,5036.0,6551.0,34774.0,627.0,84700.0,Kent,43685.25079735745,787.676202045871,106405.38167988083
1158,2015,49507,38512,16183,15644,15373.0,2386.0,12983.0,4114.0,6324.0,34994.0,621.0,84200.0,Kent,43208.58448972014,766.7751891214554,103965.33160068686
1159,2014,49507,37912,16772,15849,14612.0,2781.0,12886.0,4360.0,6695.0,35563.0,629.0,84900.0,Kent,43963.27455477831,777.5749991551771,104954.08176196268
1160,2012,49508,40101,25777,8779,19624.0,2494.0,5773.0,1895.0,2926.0,49094.0,656.0,135100.0,Kent,62578.31027814315,836.1789942245878,172206.9849386308
1161,2013,49508,40609,26275,9413,19721.0,2449.0,5598.0,1895.0,2941.0,48616.0,657.0,130700.0,Kent,61074.427812858165,825.3640586030898,164193.42840094955
1162,2020,49508,40409,22860,10326,19835.0,824.0,4614.0,1620.0,2574.0,57515.0,858.0,168100.0,Kent,65036.07777490138,970.198291417289,190081.9729455085
1163,2018,49508,40830,24270,9906,20378.0,1126.0,4114.0,1666.0,1712.0,55580.0,767.0,148700.0,Kent,64776.230451560485,893.9073183941506,173303.80475255565
1164,2014,49508,41389,26289,9083,20567.0,1987.0,5305.0,1821.0,2496.0,51003.0,669.0,129000.0,Kent,63050.3301779197,827.023329785077,159470.8662814274
1165,2011,49508,39589,25728,8448,19385.0,2271.0,5532.0,1949.0,2646.0,48646.0,641.0,139700.0,Kent,63290.47043865226,833.9676756809623,181755.51371705215
1166,2016,49508,41139,25224,9724,20380.0,1760.0,5453.0,1651.0,2431.0,53237.0,713.0,134700.0,Kent,64915.08262259017,869.4038715537463,164247.82818834452
1167,2015,49508,41613,25040,10321,20446.0,2220.0,5623.0,1466.0,2899.0,52748.0,679.0,130900.0,Kent,65130.20559706687,838.3902631456815,161627.8136167448
1168,2019,49508,39571,23500,9847,19631.0,985.0,4070.0,1555.0,1822.0,57404.0,814.0,157800.0,Kent,65711.35396253572,931.7999116003082,180636.39563947002
1169,2017,49508,41215,25364,9626,20184.0,1396.0,4418.0,1861.0,1721.0,54994.0,756.0,141500.0,Kent,65658.73478296344,902.6076207571801,168940.44753590075
1170,2020,49509,28946,19321,2896,14452.0,751.0,4483.0,2091.0,815.0,51463.0,724.0,126300.0,Kent,58192.674441967305,818.675481335801,142815.90233799955
1171,2015,49509,26150,20361,1588,12906.0,1286.0,4766.0,3675.0,397.0,41193.0,612.0,87000.0,Kent,50862.75421172321,755.6625052211444,107422.61103633915
1172,2017,49509,27390,19563,2216,13586.0,937.0,5310.0,3491.0,396.0,43629.0,646.0,94600.0,Kent,52089.77233599869,771.2758240861617,112945.3451370757
1173,2011,49509,26232,19523,1893,12423.0,1873.0,4795.0,2910.0,1064.0,41648.0,564.0,104300.0,Kent,54185.7812117952,733.7874712699887,135698.64052031882
1174,2014,49509,26186,21091,1478,12851.0,1707.0,5706.0,4372.0,497.0,42211.0,605.0,88300.0,Kent,52181.58710546769,747.9060007772371,109157.18986550417
1175,2013,49509,26466,20814,1883,12906.0,1922.0,5601.0,4124.0,945.0,42181.0,587.0,91100.0,Kent,52990.38258133475,737.4257266362462,114445.45774542082
1176,2018,49509,27786,19458,2167,13693.0,774.0,4598.0,2669.0,441.0,45645.0,671.0,99600.0,Kent,53197.3918488931,782.0232211766298,116079.75086317783
1177,2019,49509,28323,19158,2601,13973.0,773.0,4406.0,2571.0,557.0,49795.0,693.0,111200.0,Kent,57001.199752011475,793.289113929992,127292.56777635658
1178,2016,49509,26495,19886,2007,13241.0,967.0,5578.0,3972.0,504.0,40800.0,622.0,90400.0,Kent,49749.89896128029,758.4420871057927,110230.16828675829
1179,2012,49509,26074,19900,1966,12470.0,1868.0,5711.0,3669.0,1145.0,39955.0,574.0,97900.0,Kent,50929.16419854177,731.6566199465142,124789.51758321209
1180,2012,49512,15377,10799,2238,8428.0,721.0,1708.0,777.0,426.0,44219.0,668.0,157800.0,Kent,56364.32766100159,851.474951436013,201141.83733024378
1181,2015,49512,16853,11013,3623,9197.0,589.0,1966.0,1028.0,695.0,46451.0,712.0,152900.0,Kent,57355.03109481598,879.136770780155,188792.15203972708
1182,2019,49512,18170,11375,5162,10109.0,147.0,1517.0,496.0,990.0,53017.0,801.0,200400.0,Kent,60689.47900898469,916.91858623077,229401.35415811025
1183,2020,49512,18464,12041,4902,10288.0,371.0,1220.0,490.0,700.0,53305.0,852.0,211300.0,Kent,60275.54769696806,963.4136879808045,238931.11768819718
1184,2018,49512,16926,10823,4574,9583.0,282.0,1577.0,759.0,714.0,50216.0,788.0,183000.0,Kent,58524.70651953151,918.3819646604833,213279.06032089904
1185,2016,49512,17117,11110,4017,9074.0,416.0,1887.0,1035.0,633.0,45547.0,741.0,161000.0,Kent,55538.20215660376,903.5459590761935,196317.00325407172
1186,2011,49512,14981,10466,1970,8427.0,625.0,2086.0,1078.0,286.0,47669.0,656.0,165600.0,Kent,62019.35278008704,853.4832999168664,215452.49156437966
1187,2014,49512,16331,10769,3232,8812.0,693.0,2070.0,1060.0,544.0,45475.0,710.0,149000.0,Kent,56216.57088486753,877.7078686807245,184195.03159637738
1188,2017,49512,16976,11219,3714,9449.0,320.0,1884.0,1038.0,618.0,47914.0,773.0,170600.0,Kent,57205.74277904699,922.9043529699737,203683.6773825065
1189,2013,49512,16269,11455,2481,8733.0,793.0,1877.0,1057.0,371.0,46191.0,688.0,154900.0,Kent,58027.99274114965,864.3081770455491,194594.9660237726
1190,2017,49519,28473,22098,2381,15897.0,889.0,3370.0,1769.0,821.0,51509.0,718.0,122700.0,Kent,61497.90467934072,857.2384546344647,146494.64955939946
1191,2016,49519,29051,23080,2245,16034.0,1022.0,3803.0,1905.0,923.0,50186.0,681.0,117100.0,Kent,61194.81444291207,830.3843429566638,142787.08745994908
1192,2014,49519,28416,24245,1437,15217.0,1227.0,4088.0,2541.0,633.0,47197.0,645.0,111600.0,Kent,58345.32151848472,797.354331407137,137960.84245742092
1193,2019,49519,28836,21472,2335,16050.0,851.0,2679.0,1652.0,583.0,54394.0,815.0,141300.0,Kent,62265.7547808196,932.9446289364264,161748.55959351783
1194,2018,49519,28924,21595,2273,16110.0,870.0,2742.0,1730.0,575.0,52368.0,761.0,130800.0,Kent,61032.7750321576,886.9145623180556,152442.08245887212
1195,2015,49519,29141,24185,1718,16018.0,1086.0,3806.0,2028.0,817.0,47886.0,658.0,114300.0,Kent,59126.886805587776,812.4606673782893,141131.08553394902
1196,2011,49519,26964,22043,1654,14012.0,1314.0,3791.0,2363.0,518.0,44688.0,638.0,121400.0,Kent,58140.94772360506,830.0645508337816,157946.45214924935
1197,2020,49519,28262,20909,2602,15809.0,891.0,3143.0,1835.0,853.0,58188.0,856.0,145600.0,Kent,65797.08412702705,967.9367569384608,164639.71005869147
1198,2013,49519,28019,24181,1255,14754.0,1499.0,4131.0,2610.0,591.0,44291.0,642.0,113600.0,Kent,55641.09515919247,806.5201303244804,142711.35016333486
1199,2012,49519,27888,23209,1678,14539.0,1349.0,4105.0,2420.0,572.0,43818.0,648.0,117400.0,Kent,55853.187757519794,825.9816894169708,149645.44805177837
1200,2019,49525,30019,26886,1080,16071.0,557.0,2363.0,1478.0,474.0,70666.0,881.0,195500.0,Kent,80892.59527413681,1008.4959731202351,223792.2392111305
1201,2018,49525,29439,26386,1014,15497.0,598.0,2640.0,1753.0,415.0,68695.0,809.0,180300.0,Kent,80061.22977455825,942.8566109268161,210132.32008665625
1202,2012,49525,27113,24759,704,13631.0,1031.0,2074.0,1744.0,143.0,55652.0,624.0,157300.0,Kent,70937.55089418712,795.38977499412,200504.50577976773
1203,2011,49525,26553,24617,493,13637.0,843.0,1844.0,1693.0,58.0,57473.0,626.0,161300.0,Kent,74774.76478067387,814.4520514450584,209858.01261675384
1204,2013,49525,27483,25116,835,13515.0,1132.0,2215.0,1817.0,225.0,56890.0,642.0,156600.0,Kent,71468.73865133908,806.5201303244804,196730.61122868166
1205,2014,49525,28007,25713,912,13686.0,1146.0,2435.0,2002.0,324.0,58333.0,659.0,157600.0,Kent,72111.73676584888,814.661247127602,194826.42268180588
1206,2017,49525,29448,26267,1172,14911.0,761.0,2511.0,1725.0,366.0,64566.0,760.0,171400.0,Kent,77086.98894419058,907.3833224543081,204638.81772193208
1207,2020,49525,30205,26961,826,16116.0,935.0,1814.0,1257.0,84.0,72632.0,998.0,217200.0,Kent,82129.88613312416,1128.5057049352615,245602.6444007403
1208,2016,49525,29326,26466,1114,14421.0,888.0,2784.0,1976.0,492.0,60342.0,726.0,162300.0,Kent,73578.63733141116,885.255555046311,197902.1716033282
1209,2015,49525,28975,26056,959,14277.0,984.0,2662.0,2063.0,279.0,58918.0,681.0,159600.0,Kent,72748.56778205783,840.8597484568618,197064.92783218078
1210,2017,49534,21677,19857,354,11644.0,533.0,2170.0,1774.0,48.0,60867.0,723.0,165000.0,Kent,72670.65879977153,863.2080817558746,196997.69500652738
1211,2014,49534,21697,20244,235,11344.0,794.0,2462.0,1985.0,71.0,58699.0,700.0,152200.0,Kent,72564.18899111246,865.3457860232494,188150.89804676938
1212,2018,49534,21804,19989,445,11853.0,452.0,1755.0,1416.0,80.0,64806.0,781.0,173800.0,Kent,75528.75837790265,910.2237492383724,202556.83433755327
1213,2013,49534,21528,20324,215,11218.0,987.0,2164.0,1845.0,58.0,58125.0,684.0,155500.0,Kent,73020.22207961127,859.2831295045867,195348.72315491698
1214,2011,49534,21856,20680,207,11365.0,996.0,1912.0,1659.0,39.0,59938.0,678.0,161500.0,Kent,77981.83236344074,882.1062154628587,210118.22093989924
1215,2015,49534,21172,19521,237,11353.0,712.0,2463.0,2036.0,85.0,57254.0,688.0,152200.0,Kent,70693.9560031559,849.5029470459924,187927.832180814
1216,2020,49534,22206,20323,371,11968.0,430.0,1134.0,911.0,51.0,67074.0,839.0,207300.0,Kent,75845.08181646066,948.7137138684213,234408.04873054082
1217,2012,49534,21777,20649,180,11279.0,972.0,1999.0,1753.0,41.0,59231.0,685.0,158300.0,Kent,75499.57013249476,873.1442241521991,201779.16888071987
1218,2019,49534,21952,20352,366,11913.0,384.0,1361.0,1182.0,43.0,65923.0,838.0,188200.0,Kent,75463.20094892765,959.2731276671477,215435.8026574668
1219,2016,49534,21349,19773,259,11330.0,514.0,2151.0,1778.0,44.0,59270.0,683.0,156600.0,Kent,72271.48312340889,832.8230634939814,190951.81807197287
1220,2013,49544,8853,7668,638,4513.0,462.0,1210.0,786.0,313.0,45773.0,642.0,125500.0,Kent,57502.875273119076,806.5201303244804,157660.8665976983
1221,2016,49544,9586,8520,418,5327.0,174.0,1097.0,841.0,113.0,49444.0,679.0,134400.0,Kent,60290.04912356722,827.945622419346,163882.02010774685
1222,2018,49544,10239,9017,492,5694.0,102.0,1163.0,822.0,206.0,55486.0,775.0,154900.0,Kent,64666.67727303499,903.2309931622773,180529.65269785386
1223,2019,49544,10341,9003,497,5791.0,89.0,1221.0,878.0,233.0,61577.0,806.0,166300.0,Kent,70488.25940615746,922.6421729113615,190366.49299647572
1224,2012,49544,8781,7824,381,4392.0,499.0,1314.0,891.0,279.0,44308.0,623.0,133600.0,Kent,56477.77267698633,794.1151118931679,170294.99028720264
1225,2017,49544,9960,8766,563,5540.0,116.0,1039.0,772.0,140.0,51206.0,733.0,144500.0,Kent,61136.14527578328,875.1473359986944,172522.2238087467
1226,2020,49544,10181,8482,413,5763.0,78.0,1079.0,790.0,186.0,57372.0,822.0,186500.0,Kent,64874.37805966517,929.4906707983818,210888.09015072774
1227,2011,49544,8510,7421,403,4122.0,518.0,1326.0,935.0,251.0,44972.0,626.0,140700.0,Kent,58510.44354247151,814.4520514450584,183056.55533277907
1228,2015,49544,9232,8095,649,4916.0,263.0,1432.0,932.0,351.0,47661.0,666.0,133200.0,Kent,58849.06970808,822.3386086230101,164467.72172460204
1229,2014,49544,8828,7790,589,4584.0,360.0,1395.0,976.0,291.0,45271.0,648.0,123500.0,Kent,55964.38439865504,801.0629562043795,152671.72081981617
1230,2015,49546,33337,28026,2805,15679.0,1343.0,2797.0,1731.0,817.0,73240.0,750.0,226100.0,Kent,90432.55209541932,926.0569916925789,279175.3144289228
1231,2016,49546,33178,27533,2635,15614.0,1038.0,2992.0,1864.0,719.0,72002.0,784.0,236800.0,Kent,87796.37806397313,955.9784506285233,288744.5116184111
1232,2018,49546,34517,28142,3008,16423.0,970.0,3032.0,1885.0,689.0,73079.0,874.0,265700.0,Kent,85170.6035474917,1018.6114684178457,309662.5482364092
1233,2013,49546,31140,26423,2373,14340.0,1476.0,3286.0,1761.0,887.0,67412.0,686.0,215100.0,Kent,84687.12620784093,861.7956532750679,270221.93151525815
1234,2019,49546,34111,27350,3277,15953.0,944.0,2938.0,1750.0,708.0,72283.0,920.0,285600.0,Kent,82743.60320664014,1053.1399492288494,326931.2711953906
1235,2020,49546,33968,27648,2904,16011.0,729.0,2583.0,1595.0,568.0,79581.0,988.0,289600.0,Kent,89987.58767981267,1117.1980325411207,327470.1925343204
1236,2011,49546,32195,27089,2594,14584.0,1528.0,3218.0,1651.0,916.0,63560.0,662.0,210700.0,Kent,82694.20509560368,861.2895496112279,274129.46843366424
1237,2014,49546,32102,27367,2240,14810.0,1353.0,3071.0,1793.0,757.0,71835.0,702.0,218600.0,Kent,88803.02076997161,867.8182025547444,270235.12689240335
1238,2017,49546,33737,27694,3144,16144.0,935.0,2846.0,1756.0,726.0,73194.0,836.0,250700.0,Kent,87388.17750489555,998.1216546997389,299317.10386749345
1239,2012,49546,31145,26102,2673,13997.0,1406.0,3401.0,1770.0,898.0,63000.0,675.0,210700.0,Kent,80303.77535998328,860.3975931426778,268571.5153706107
1240,2018,49548,33303,23837,3633,17019.0,897.0,6401.0,4149.0,826.0,48314.0,724.0,89500.0,Kent,56308.00284340938,843.7925665154694,104308.61146841783
1241,2011,49548,30448,23199,2827,13821.0,1919.0,6120.0,3985.0,1098.0,41212.0,610.0,96300.0,Kent,53618.527067338255,793.6353855934275,125290.30759450339
1242,2013,49548,29775,22618,2971,13752.0,1884.0,6234.0,3944.0,1100.0,39210.0,627.0,82900.0,Kent,49258.02852028485,787.676202045871,104144.1102864477
1243,2019,49548,33613,24223,3469,17911.0,683.0,5218.0,3493.0,663.0,50787.0,756.0,99800.0,Kent,58136.75934944085,865.4063061054459,114242.79014460779
1244,2014,49548,30052,22548,2853,14248.0,1750.0,5969.0,3722.0,862.0,39136.0,630.0,79900.0,Kent,48380.24668829413,778.8112074209246,98773.04043322518
1245,2017,49548,32694,23495,3522,16310.0,963.0,6656.0,4210.0,932.0,45534.0,695.0,82200.0,Kent,54364.200269255874,829.778169875979,98140.66987597909
1246,2012,49548,30155,23134,3109,13743.0,1895.0,6416.0,4296.0,1162.0,39926.0,622.0,89700.0,Kent,50892.19896861416,792.8404487922157,114337.28015540475
1247,2015,49548,30234,22081,3032,14715.0,1308.0,6056.0,3203.0,996.0,40895.0,648.0,78800.0,Kent,50494.80090035736,800.1132408223882,97297.72126050029
1248,2020,49548,33608,23289,3177,17354.0,722.0,5203.0,3357.0,749.0,50763.0,768.0,106800.0,Kent,57401.13737437744,868.429239870021,120765.94116942478
1249,2016,49548,31938,23352,3422,15880.0,1157.0,6463.0,3915.0,896.0,43343.0,664.0,80200.0,Kent,52850.7321244797,809.6552183894636,97792.69354643821
